url,filename,number,sprite,deadCode1,deadCode2,deadCode3,deadCode4,deadCode5,deadCode6,deadCode7,deadCode8,deadCode9,deadCode10,deadCode11,deadCode12,deadCode13,deadCode14,deadCode15,deadCode16,deadCode17,deadCode18,deadCode19,deadCode20,deadCode21
,heewon and audrey.sb3,707,pspawn24,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,piper21,create clone of ( v),repeat until <>,when I start as a clone,when I receive [ v],set size to () %,show,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,piper22,create clone of ( v),repeat until <>,when I start as a clone,when I receive [ v],show,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,piper23,create clone of ( v),repeat until <>,when I start as a clone,when I receive [ v],show,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,piper24,create clone of ( v),repeat until <>,when I start as a clone,when I receive [ v],show,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,bob,touching color ()?,<> and <>,<> or <>,touching ( v)?,touching ( v)?,show,stop [ v],stop [ v],forever,forever,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,bob2,touching color ()?,<> and <>,<> or <>,touching ( v)?,touching ( v)?,stop [ v],when I start as a clone,switch costume to ( v),if <> then,delete this clone,forever,forever,go to x: () y: (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,mombob,go to x: () y: (),change [ v] by (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,z21,stop [ v],if <> then,forever,forever,when I receive [ v],when I receive [ v],forever,forever,if <> then,if <> then,if <> then,pick random () to (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,z22,stop [ v],if <> then,forever,forever,when I receive [ v],when I receive [ v],forever,forever,if <> then,if <> then,() = (),if <> then,pick random () to (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,z23,stop [ v],if <> then,forever,forever,when I receive [ v],when I receive [ v],forever,forever,if <> then,if <> then,() = (),if <> then,pick random () to (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,Buildings2,touching ( v)?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,Buildings3,touching ( v)?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wspawn11,() = (),<> or <>,<> or <>,<> or <>,[ v] contains ()?,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wspawn12,() = (),<> or <>,<> or <>,<> or <>,[ v] contains ()?,add () to [ v],if <> then,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wspawn13,() = (),<> or <>,<> or <>,<> or <>,[ v] contains ()?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wspawn14,() = (),<> or <>,<> or <>,<> or <>,[ v] contains ()?,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wspawn31,() = (),<> or <>,<> or <>,<> or <>,[ v] contains ()?,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wspawn32,() = (),<> or <>,<> or <>,<> or <>,[ v] contains ()?,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wspawn33,() = (),<> or <>,<> or <>,<> or <>,[ v] contains ()?,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wspawn34,() = (),<> or <>,<> or <>,<> or <>,[ v] contains ()?,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wallis11,if <> then,if <> then,stop [ v],show,<> or <>,delete word (),go to [ v] layer,stop [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pew11,touching ( v)?,y position,() + (),glide () secs to x: () y: (),repeat until <>,repeat until <>,change [ v] effect by (),if <> then,if <> then,forever,if <> then,if <> then,set [ v] to (),switch costume to ( v),create clone of ( v),repeat until <>,<> or <>,change [ v] by (),touching ( v)?,touching ( v)?,touching ( v)?
,heewon and audrey.sb3,707,wallis12,change [ v] by (),if <> then,if <> then,stop [ v],delete word (),<> or <>,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pew12,touching ( v)?,y position,() + (),glide () secs to x: () y: (),repeat until <>,repeat until <>,change [ v] effect by (),if <> then,if <> then,forever,if <> then,if <> then,set [ v] to (),switch costume to ( v),create clone of ( v),N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wallis13,change [ v] by (),if <> then,stop [ v],<> or <>,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pew13,touching ( v)?,y position,() + (),glide () secs to x: () y: (),repeat until <>,repeat until <>,change [ v] effect by (),if <> then,if <> then,forever,if <> then,if <> then,set [ v] to (),switch costume to ( v),create clone of ( v),N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wallis14,[ v] contains ()?,delete () of [ v],delete word (),<> or <>,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pew14,touching ( v)?,y position,() + (),glide () secs to x: () y: (),repeat until <>,repeat until <>,change [ v] effect by (),if <> then,if <> then,forever,if <> then,if <> then,set [ v] to (),switch costume to ( v),create clone of ( v),N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wallis31,if <> then,if <> then,stop [ v],show,<> or <>,delete word (),go to [ v] layer,repeat until <>,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pew31,touching ( v)?,y position,() + (),glide () secs to x: () y: (),repeat until <>,repeat until <>,change [ v] effect by (),if <> then,if <> then,forever,if <> then,if <> then,set [ v] to (),switch costume to ( v),create clone of ( v),N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wallis32,change [ v] by (),if <> then,if <> then,stop [ v],delete word (),<> or <>,repeat until <>,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pew32,touching ( v)?,y position,() + (),glide () secs to x: () y: (),repeat until <>,repeat until <>,change [ v] effect by (),if <> then,if <> then,forever,if <> then,if <> then,set [ v] to (),switch costume to ( v),create clone of ( v),N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wallis33,change [ v] by (),if <> then,stop [ v],<> or <>,repeat until <>,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pew33,touching ( v)?,y position,() + (),glide () secs to x: () y: (),repeat until <>,repeat until <>,change [ v] effect by (),if <> then,if <> then,forever,if <> then,if <> then,set [ v] to (),switch costume to ( v),create clone of ( v),N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,wallis34,[ v] contains ()?,delete () of [ v],delete word (),<> or <>,if <> then,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pew34,touching ( v)?,y position,() + (),glide () secs to x: () y: (),repeat until <>,repeat until <>,change [ v] effect by (),if <> then,if <> then,forever,if <> then,if <> then,set [ v] to (),switch costume to ( v),create clone of ( v),N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pspawn11,when I receive [ v],hide,stop [ v],[ v] contains ()?,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pspawn12,stop [ v],stop [ v],add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pspawn13,[ v] contains ()?,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pspawn14,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pspawn31,when I receive [ v],hide,stop [ v],[ v] contains ()?,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pspawn32,stop [ v],stop [ v],[ v] contains ()?,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pspawn33,[ v] contains ()?,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,pspawn34,[ v] contains ()?,add () to [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,piper11,create clone of ( v),repeat until <>,when I start as a clone,when I receive [ v],set size to () %,show,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,piper12,create clone of ( v),repeat until <>,when I start as a clone,when I receive [ v],show,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,piper13,create clone of ( v),repeat until <>,when I start as a clone,when I receive [ v],show,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,piper14,create clone of ( v),repeat until <>,when I start as a clone,when I receive [ v],show,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,piper31,create clone of ( v),repeat until <>,when I start as a clone,when I receive [ v],set size to () %,show,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,piper32,create clone of ( v),repeat until <>,when I start as a clone,when I receive [ v],show,<> or <>,<> or <>,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,piper33,create clone of ( v),repeat until <>,when I start as a clone,when I receive [ v],show,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,piper34,create clone of ( v),repeat until <>,when I start as a clone,when I receive [ v],show,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,z11,stop [ v],if <> then,forever,forever,when I receive [ v],when I receive [ v],forever,forever,if <> then,if <> then,forever,hide,pick random () to (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,z12,stop [ v],if <> then,forever,forever,when I receive [ v],when I receive [ v],forever,forever,if <> then,if <> then,() = (),if <> then,pick random () to (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,z13,stop [ v],if <> then,forever,forever,when I receive [ v],when I receive [ v],forever,forever,if <> then,if <> then,() = (),if <> then,pick random () to (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,z31,stop [ v],if <> then,forever,forever,when I receive [ v],when I receive [ v],forever,forever,if <> then,if <> then,if <> then,pick random () to (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,z32,stop [ v],if <> then,forever,forever,when I receive [ v],when I receive [ v],forever,forever,if <> then,if <> then,() = (),if <> then,pick random () to (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,heewon and audrey.sb3,707,z33,stop [ v],if <> then,forever,forever,when I receive [ v],when I receive [ v],forever,forever,if <> then,if <> then,() = (),if <> then,pick random () to (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Forest Defender Duo.sb3,5,Stage,wait () seconds,() < (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Forest Defender Duo.sb3,5,test lazer,if <> then,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Forest Defender Duo.sb3,5,test enemy,point towards ( v),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Forest Defender Duo.sb3,5,test main object,() < (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Climate change game!!!!.sb3,1,huge-numbers-of-people-will-die-from-air-pollution-in-the-next-20-years2,if <> then,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,choosey choices.sb3,4,Convertible3,broadcast ( v),if <> then,switch costume to ( v),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,choosey choices.sb3,4,Horse1,switch backdrop to ( v),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,FartMan™.sb3,2,cow,if <> then,if <> then,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Climate Change Game (3).sb3,1,Button3,switch costume to ( v),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Meat Defeat!!! (1).sb3,6,gas,move () steps,go to x: () y: (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Meat Defeat!!! (1).sb3,6,gas2,move () steps,go to x: () y: (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Meat Defeat!!! (1).sb3,6,Sprite1,hide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Meat Defeat!!! (1).sb3,6,Salad-PNG-Image3,if <> then,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Daniel Scott.sb3,2,AZ Hip-Hop,if <> then,if <> then,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,_Be Green ($) or Be Clean (environmentally speaking).sb3,1,Button3,when I receive [ v],N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Planet-Saving with Parker! (transportation-_strategy.sb3,6,Stage,forever,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Planet-Saving with Parker! (transportation-_strategy.sb3,6,Parker,switch costume to ( v),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Planet-Saving with Parker! (transportation-_strategy.sb3,6,Sprite3,repeat (),repeat (),wait () seconds,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Planet-Saving with Parker! (transportation-_strategy.sb3,6,Sprite5,broadcast ( v),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Carbon Emmisions.sb3,2,Dan,color () is touching ()?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Carbon Emmisions.sb3,2,Car-Bug,hide,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Cycle of Consumerism.sb3,3,oven,go to x: () y: (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Cycle of Consumerism.sb3,3,microwave,go to x: () y: (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Cycle of Consumerism.sb3,3,Day 7 version4,go to x: () y: (),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,Global Warming_ The Game.sb3,1,Paddle,if <> then,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
